percentile,empty_t1,empty_t4,empty_t8,read_t1,read_t4,read_t8
70.0,,,47506,,,58800
70.0,,,47521,,,58800
70.0,,,47526,,,58804
70.0,,,47542,,,58805
70.0,,,47555,,,58806
70.1,,,47560,,,58807
70.1,,,47562,,,58811
70.1,,,47574,,,58811
70.1,,,47575,,,58812
70.1,,,47615,,,58812
70.1,,,47618,,,58813
70.1,,,47623,,,58814
70.2,,,47630,,,58815
70.2,,,47635,,,58815
70.2,,,47642,,,58815
70.2,,,47660,,,58816
70.2,,,47671,,,58819
70.2,,,47679,,,58819
70.2,,,47691,,,58821
70.2,,,47693,,,58822
70.2,,,47716,,,58822
70.3,,,47717,,,58823
70.3,,,47745,,,58826
70.3,,,47748,,,58826
70.3,,,47755,,,58827
70.3,,,47766,,,58827
70.3,,,47780,,,58828
70.3,,,47783,,,58831
70.3,,,47806,,,58834
70.4,,,47812,,,58843
70.4,,,47820,,,58845
70.4,,,47828,,,58845
70.4,,,47840,,,58846
70.4,,,47849,,,58848
70.4,,,47854,,,58850
70.4,,,47861,,,58851
70.5,,,47864,,,58854
70.5,,,47870,,,58854
70.5,,,47878,,,58855
70.5,,,47893,,,58855
70.5,,,47897,,,58856
70.5,,,47897,,,58860
70.5,,,47909,,,58860
70.5,,,47916,,,58863
70.5,,,47918,,,58865
70.6,,,47921,,,58865
70.6,,,47940,,,58867
70.6,,,47941,,,58869
70.6,,,47949,,,58872
70.6,,,47950,,,58873
70.6,,,47953,,,58873
70.6,,,47955,,,58875
70.7,,,47964,,,58878
70.7,,,47990,,,58879
70.7,,,48009,,,58880
70.7,,,48013,,,58880
70.7,,,48013,,,58881
70.7,,,48015,,,58881
70.7,,,48016,,,58882
70.7,,,48017,,,58884
70.8,,,48019,,,58888
70.8,,,48021,,,58890
70.8,,,48024,,,58890
70.8,,,48030,,,58892
70.8,,,48030,,,58893
70.8,,,48044,,,58894
70.8,,,48048,,,58894
70.8,,,48048,,,58897
70.8,,,48057,,,58898
70.9,,,48074,,,58900
70.9,,,48077,,,58903
70.9,,,48078,,,58903
70.9,,,48080,,,58904
70.9,,,48086,,,58905
70.9,,,48101,,,58906
70.9,,,48103,,,58907
71.0,,,48104,,,58910
71.0,,,48106,,,58913
71.0,,,48118,,,58916
71.0,,,48119,,,58917
71.0,,,48121,,,58919
71.0,,,48122,,,58922
71.0,,,48134,,,58922
71.0,,,48134,,,58923
71.0,,,48144,,,58923
71.1,,,48151,,,58925
71.1,,,48157,,,58925
71.1,,,48160,,,58926
71.1,,,48172,,,58928
71.1,,,48173,,,58929
71.1,,,48173,,,58931
71.1,,,48173,,,58931
71.2,,,48175,,,58933
71.2,,,48186,,,58935
71.2,,,48191,,,58935
71.2,,,48192,,,58936
71.2,,,48206,,,58936
71.2,,,48214,,,58937
71.2,,,48214,,,58939
71.2,,,48223,,,58939
71.2,,,48235,,,58939
71.3,,,48240,,,58940
71.3,,,48243,,,58940
71.3,,,48246,,,58940
71.3,,,48252,,,58944
71.3,,,48260,,,58946
71.3,,,48261,,,58949
71.3,,,48261,,,58949
71.3,,,48267,,,58950
71.4,,,48277,,,58950
71.4,,,48280,,,58951
71.4,,,48298,,,58952
71.4,,,48300,,,58954
71.4,,,48302,,,58955
71.4,,,48319,,,58956
71.4,,,48321,,,58957
71.5,,,48325,,,58959
71.5,,,48342,,,58959
71.5,,,48343,,,58959
71.5,,,48345,,,58962
71.5,,,48353,,,58963
71.5,,,48367,,,58964
71.5,,,48371,,,58965
71.5,,,48373,,,58965
71.5,,,48374,,,58968
71.6,,,48376,,,58968
71.6,,,48378,,,58968
71.6,,,48381,,,58972
71.6,,,48390,,,58973
71.6,,,48391,,,58976
71.6,,,48399,,,58978
71.6,,,48401,,,58978
71.7,,,48407,,,58978
71.7,,,48415,,,58978
71.7,,,48419,,,58980
71.7,,,48436,,,58983
71.7,,,48438,,,58984
71.7,,,48448,,,58985
71.7,,,48450,,,58989
71.7,,,48460,,,58990
71.8,,,48460,,,58990
71.8,,,48470,,,58991
71.8,,,48475,,,58993
71.8,,,48478,,,58993
71.8,,,48487,,,58994
71.8,,,48490,,,58994
71.8,,,48496,,,58994
71.8,,,48498,,,58995
71.8,,,48507,,,58997
71.9,,,48507,,,59000
71.9,,,48520,,,59001
71.9,,,48526,,,59002
71.9,,,48526,,,59003
71.9,,,48528,,,59005
71.9,,,48540,,,59005
71.9,,,48543,,,59006
72.0,,,48548,,,59007
72.0,,,48554,,,59013
72.0,,,48556,,,59015
72.0,,,48572,,,59019
72.0,,,48575,,,59019
72.0,,,48587,,,59020
72.0,,,48588,,,59021
72.0,,,48609,,,59022
72.0,,,48623,,,59022
72.1,,,48624,,,59023
72.1,,,48628,,,59024
72.1,,,48629,,,59024
72.1,,,48631,,,59025
72.1,,,48637,,,59028
72.1,,,48638,,,59030
72.1,,,48639,,,59033
72.2,,,48644,,,59033
72.2,,,48649,,,59038
72.2,,,48652,,,59041
72.2,,,48658,,,59042
72.2,,,48664,,,59042
72.2,,,48668,,,59046
72.2,,,48675,,,59046
72.2,,,48691,,,59047
72.2,,,48706,,,59049
72.3,,,48707,,,59049
72.3,,,48709,,,59049
72.3,,,48713,,,59049
72.3,,,48716,,,59051
72.3,,,48718,,,59051
72.3,,,48733,,,59052
72.3,,,48736,,,59053
72.3,,,48750,,,59053
72.4,,,48756,,,59054
72.4,,,48760,,,59055
72.4,,,48763,,,59057
72.4,,,48768,,,59057
72.4,,,48774,,,59059
72.4,,,48775,,,59060
72.4,,,48782,,,59060
72.5,,,48786,,,59063
72.5,,,48788,,,59065
72.5,,,48791,,,59067
72.5,,,48796,,,59067
72.5,,,48800,,,59070
72.5,,,48802,,,59072
72.5,,,48809,,,59074
72.5,,,48814,,,59075
72.5,,,48826,,,59077
72.6,,,48829,,,59080
72.6,,,48832,,,59082
72.6,,,48847,,,59083
72.6,,,48847,,,59085
72.6,,,48848,,,59087
72.6,,,48870,,,59088
72.6,,,48871,,,59089
72.7,,,48878,,,59090
72.7,,,48883,,,59091
72.7,,,48885,,,59091
72.7,,,48904,,,59091
72.7,,,48906,,,59093
72.7,,,48925,,,59093
72.7,,,48928,,,59095
72.7,,,48940,,,59095
72.8,,,48951,,,59096
72.8,,,48965,,,59096
72.8,,,48965,,,59096
72.8,,,48973,,,59097
72.8,,,48975,,,59100
72.8,,,48978,,,59101
72.8,,,48981,,,59101
72.8,,,48983,,,59105
72.8,,,48995,,,59108
72.9,,,49012,,,59109
72.9,,,49017,,,59110
72.9,,,49017,,,59111
72.9,,,49023,,,59111
72.9,,,49027,,,59113
72.9,,,49032,,,59114
72.9,,,49037,,,59114
73.0,,,49038,,,59114
73.0,,,49047,,,59115
73.0,,,49048,,,59118
73.0,,,49048,,,59119
73.0,,,49050,,,59120
73.0,,,49056,,,59120
73.0,,,49065,,,59120
73.0,,,49065,,,59121
73.0,,,49066,,,59122
73.1,,,49075,,,59122
73.1,,,49082,,,59122
73.1,,,49088,,,59123
73.1,,,49099,,,59124
73.1,,,49099,,,59124
73.1,,,49112,,,59125
73.1,,,49126,,,59125
73.2,,,49130,,,59128
73.2,,,49135,,,59129
73.2,,,49143,,,59129
73.2,,,49152,,,59129
73.2,,,49157,,,59131
73.2,,,49170,,,59133
73.2,,,49176,,,59135
73.2,,,49177,,,59135
73.2,,,49177,,,59136
73.3,,,49178,,,59137
73.3,,,49191,,,59139
73.3,,,49193,,,59141
73.3,,,49195,,,59142
73.3,,,49200,,,59143
73.3,,,49207,,,59143
73.3,,,49219,,,59146
73.3,,,49237,,,59146
73.4,,,49240,,,59148
73.4,,,49240,,,59148
73.4,,,49287,,,59148
73.4,,,49296,,,59150
73.4,,,49309,,,59150
73.4,,,49309,,,59153
73.4,,,49326,,,59156
73.5,,,49327,,,59156
73.5,,,49333,,,59157
73.5,,,49334,,,59162
73.5,,,49334,,,59166
73.5,,,49336,,,59167
73.5,,,49340,,,59167
73.5,,,49340,,,59170
73.5,,,49345,,,59171
73.5,,,49347,,,59175
73.6,,,49357,,,59177
73.6,,,49357,,,59178
73.6,,,49372,,,59180
73.6,,,49376,,,59180
73.6,,,49378,,,59181
73.6,,,49380,,,59182
73.6,,,49388,,,59185
73.7,,,49395,,,59190
73.7,,,49396,,,59190
73.7,,,49405,,,59190
73.7,,,49419,,,59191
73.7,,,49421,,,59194
73.7,,,49445,,,59196
73.7,,,49448,,,59196
73.7,,,49452,,,59198
73.8,,,49461,,,59198
73.8,,,49462,,,59199
73.8,,,49468,,,59200
73.8,,,49472,,,59202
73.8,,,49475,,,59203
73.8,,,49477,,,59205
73.8,,,49483,,,59206
73.8,,,49487,,,59207
73.8,,,49490,,,59209
73.9,,,49492,,,59209
73.9,,,49508,,,59211
73.9,,,49520,,,59216
73.9,,,49536,,,59217
73.9,,,49540,,,59217
73.9,,,49553,,,59219
73.9,,,49556,,,59219
74.0,,,49558,,,59220
74.0,,,49565,,,59220
74.0,,,49572,,,59221
74.0,,,49580,,,59223
74.0,,,49584,,,59226
74.0,,,49589,,,59226
74.0,,,49601,,,59227
74.0,,,49602,,,59228
74.0,,,49619,,,59232
74.1,,,49625,,,59232
74.1,,,49634,,,59239
74.1,,,49638,,,59239
74.1,,,49647,,,59239
74.1,,,49649,,,59243
74.1,,,49650,,,59244
74.1,,,49651,,,59247
74.2,,,49652,,,59248
74.2,,,49665,,,59251
74.2,,,49666,,,59257
74.2,,,49676,,,59258
74.2,,,49680,,,59259
74.2,,,49687,,,59261
74.2,,,49692,,,59262
74.2,,,49695,,,59263
74.2,,,49720,,,59263
74.3,,,49730,,,59263
74.3,,,49734,,,59264
74.3,,,49747,,,59266
74.3,,,49748,,,59269
74.3,,,49748,,,59269
74.3,,,49749,,,59269
74.3,,,49752,,,59270
74.3,,,49753,,,59272
74.4,,,49756,,,59274
74.4,,,49759,,,59274
74.4,,,49768,,,59274
74.4,,,49769,,,59276
74.4,,,49771,,,59277
74.4,,,49780,,,59277
74.4,,,49782,,,59278
74.5,,,49787,,,59279
74.5,,,49791,,,59279
74.5,,,49794,,,59281
74.5,,,49794,,,59282
74.5,,,49795,,,59285
74.5,,,49795,,,59285
74.5,,,49804,,,59286
74.5,,,49812,,,59286
74.5,,,49815,,,59286
74.6,,,49819,,,59287
74.6,,,49819,,,59289
74.6,,,49819,,,59289
74.6,,,49830,,,59289
74.6,,,49832,,,59293
74.6,,,49835,,,59294
74.6,,,49850,,,59295
74.7,,,49850,,,59295
74.7,,,49853,,,59300
74.7,,,49864,,,59300
74.7,,,49866,,,59301
74.7,,,49869,,,59306
74.7,,,49887,,,59306
74.7,,,49891,,,59307
74.7,,,49902,,,59309
74.8,,,49902,,,59310
74.8,,,49904,,,59310
74.8,,,49913,,,59315
74.8,,,49914,,,59315
74.8,,,49920,,,59325
74.8,,,49923,,,59325
74.8,,,49925,,,59326
74.8,,,49938,,,59331
74.8,,,49944,,,59334
74.9,,,49948,,,59334
74.9,,,49950,,,59336
74.9,,,49970,,,59337
74.9,,,49974,,,59338
74.9,,,49975,,,59339
74.9,,,49975,,,59342
74.9,,,49987,,,59346
75.0,,,49987,,,59348
75.0,,,49987,,,59348
75.0,,,49995,,,59349
75.0,,,50012,,,59349
75.0,,,50024,,,59350
75.0,,,50025,,,59352
75.0,,,50026,,,59352
75.0,,,50032,,,59355
75.0,,,50043,,,59357
75.1,,,50047,,,59358
75.1,,,50048,,,59358
75.1,,,50050,,,59360
75.1,,,50058,,,59360
75.1,,,50060,,,59361
75.1,,,50064,,,59362
75.1,,,50064,,,59364
75.2,,,50068,,,59369
75.2,,,50070,,,59370
75.2,,,50071,,,59370
75.2,,,50084,,,59371
75.2,,,50089,,,59375
75.2,,,50090,,,59376
75.2,,,50102,,,59376
75.2,,,50104,,,59377
75.2,,,50109,,,59379
75.3,,,50114,,,59380
75.3,,,50122,,,59382
75.3,,,50124,,,59384
75.3,,,50137,,,59387
75.3,,,50140,,,59387
75.3,,,50159,,,59388
75.3,,,50161,,,59388
75.3,,,50169,,,59389
75.4,,,50176,,,59393
75.4,,,50190,,,59395
75.4,,,50190,,,59395
75.4,,,50193,,,59397
75.4,,,50195,,,59399
75.4,,,50206,,,59403
75.4,,,50220,,,59405
75.5,,,50222,,,59407
75.5,,,50224,,,59407
75.5,,,50237,,,59409
75.5,,,50249,,,59411
75.5,,,50250,,,59414
75.5,,,50253,,,59418
75.5,,,50254,,,59419
75.5,,,50256,,,59419
75.5,,,50256,,,59424
75.6,,,50263,,,59425
75.6,,,50309,,,59426
75.6,,,50347,,,59427
75.6,,,50354,,,59428
75.6,,,50361,,,59429
75.6,,,50363,,,59430
75.6,,,50369,,,59433
75.7,,,50372,,,59433
75.7,,,50377,,,59436
75.7,,,50377,,,59438
75.7,,,50380,,,59441
75.7,,,50382,,,59442
75.7,,,50393,,,59445
75.7,,,50394,,,59445
75.7,,,50407,,,59449
75.8,,,50410,,,59452
75.8,,,50422,,,59454
75.8,,,50435,,,59454
75.8,,,50455,,,59455
75.8,,,50467,,,59455
75.8,,,50476,,,59455
75.8,,,50478,,,59456
75.8,,,50484,,,59460
75.8,,,50502,,,59466
75.9,,,50507,,,59466
75.9,,,50509,,,59469
75.9,,,50509,,,59469
75.9,,,50512,,,59470
75.9,,,50517,,,59470
75.9,,,50521,,,59470
75.9,,,50528,,,59471
76.0,,,50531,,,59471
76.0,,,50540,,,59472
76.0,,,50542,,,59475
76.0,,,50550,,,59475
76.0,,,50552,,,59477
76.0,,,50560,,,59481
76.0,,,50568,,,59482
76.0,,,50571,,,59483
76.0,,,50572,,,59485
76.1,,,50585,,,59486
76.1,,,50590,,,59491
76.1,,,50601,,,59492
76.1,,,50610,,,59494
76.1,,,50614,,,59495
76.1,,,50621,,,59500
76.1,,,50630,,,59503
76.2,,,50640,,,59506
76.2,,,50640,,,59506
76.2,,,50647,,,59507
76.2,,,50662,,,59510
76.2,,,50679,,,59511
76.2,,,50711,,,59513
76.2,,,50718,,,59514
76.2,,,50724,,,59515
76.2,,,50731,,,59517
76.3,,,50747,,,59518
76.3,,,50751,,,59524
76.3,,,50765,,,59525
76.3,,,50767,,,59527
76.3,,,50773,,,59527
76.3,,,50781,,,59529
76.3,,,50784,,,59529
76.3,,,50784,,,59530
76.4,,,50785,,,59533
76.4,,,50788,,,59534
76.4,,,50797,,,59535
76.4,,,50817,,,59536
76.4,,,50819,,,59540
76.4,,,50826,,,59544
76.4,,,50826,,,59545
76.5,,,50827,,,59547
76.5,,,50832,,,59547
76.5,,,50833,,,59548
76.5,,,50841,,,59550
76.5,,,50874,,,59551
76.5,,,50876,,,59557
76.5,,,50892,,,59560
76.5,,,50897,,,59561
76.5,,,50903,,,59562
76.6,,,50904,,,59564
76.6,,,50930,,,59565
76.6,,,50934,,,59567
76.6,,,50940,,,59567
76.6,,,50940,,,59568
76.6,,,50946,,,59571
76.6,,,50958,,,59574
76.7,,,50959,,,59574
76.7,,,50965,,,59582
76.7,,,50970,,,59583
76.7,,,50972,,,59584
76.7,,,50996,,,59585
76.7,,,51000,,,59588
76.7,,,51000,,,59588
76.7,,,51003,,,59592
76.8,,,51004,,,59596
76.8,,,51007,,,59597
76.8,,,51010,,,59598
76.8,,,51014,,,59600
76.8,,,51017,,,59603
76.8,,,51019,,,59604
76.8,,,51020,,,59610
76.8,,,51020,,,59612
76.8,,,51022,,,59613
76.9,,,51027,,,59613
76.9,,,51041,,,59614
76.9,,,51047,,,59614
76.9,,,51062,,,59615
76.9,,,51062,,,59620
76.9,,,51077,,,59620
76.9,,,51092,,,59621
77.0,,,51108,,,59621
77.0,,,51117,,,59622
77.0,,,51120,,,59624
77.0,,,51125,,,59627
77.0,,,51127,,,59628
77.0,,,51137,,,59629
77.0,,,51156,,,59630
77.0,,,51180,,,59630
77.0,,,51185,,,59632
77.1,,,51186,,,59632
77.1,,,51195,,,59632
77.1,,,51200,,,59635
77.1,,,51201,,,59636
77.1,,,51212,,,59636
77.1,,,51228,,,59637
77.1,,,51248,,,59639
77.2,,,51249,,,59640
77.2,,,51251,,,59643
77.2,,,51256,,,59644
77.2,,,51265,,,59644
77.2,,,51268,,,59645
77.2,,,51273,,,59646
77.2,,,51290,,,59647
77.2,,,51293,,,59649
77.2,,,51298,,,59649
77.3,,,51307,,,59650
77.3,,,51312,,,59651
77.3,,,51313,,,59652
77.3,,,51314,,,59655
77.3,,,51314,,,59656
77.3,,,51315,,,59658
77.3,,,51320,,,59662
77.3,,,51330,,,59662
77.4,,,51363,,,59663
77.4,,,51369,,,59664
77.4,,,51386,,,59665
77.4,,,51390,,,59666
77.4,,,51410,,,59667
77.4,,,51413,,,59668
77.4,,,51417,,,59669
77.5,,,51420,,,59670
77.5,,,51423,,,59670
77.5,,,51424,,,59671
77.5,,,51429,,,59673
77.5,,,51453,,,59673
77.5,,,51455,,,59675
77.5,,,51461,,,59675
77.5,,,51463,,,59675
77.5,,,51469,,,59677
77.6,,,51473,,,59680
77.6,,,51474,,,59682
77.6,,,51476,,,59683
77.6,,,51481,,,59686
77.6,,,51496,,,59690
77.6,,,51528,,,59694
77.6,,,51528,,,59695
77.7,,,51543,,,59697
77.7,,,51544,,,59697
77.7,,,51549,,,59700
77.7,,,51560,,,59703
77.7,,,51560,,,59705
77.7,,,51577,,,59710
77.7,,,51585,,,59713
77.7,,,51599,,,59713
77.8,,,51609,,,59715
77.8,,,51624,,,59717
77.8,,,51635,,,59718
77.8,,,51645,,,59720
77.8,,,51648,,,59720
77.8,,,51652,,,59721
77.8,,,51660,,,59723
77.8,,,51661,,,59725
77.8,,,51665,,,59728
77.9,,,51667,,,59729
77.9,,,51668,,,59729
77.9,,,51671,,,59730
77.9,,,51679,,,59731
77.9,,,51693,,,59731
77.9,,,51702,,,59734
77.9,,,51702,,,59734
78.0,,,51706,,,59735
78.0,,,51713,,,59740
78.0,,,51713,,,59740
78.0,,,51714,,,59746
78.0,,,51720,,,59751
78.0,,,51730,,,59751
78.0,,,51731,,,59755
78.0,,,51732,,,59756
78.0,,,51734,,,59756
78.1,,,51753,,,59759
78.1,,,51756,,,59764
78.1,,,51759,,,59765
78.1,,,51761,,,59768
78.1,,,51765,,,59769
78.1,,,51768,,,59769
78.1,,,51796,,,59770
78.2,,,51799,,,59770
78.2,,,51811,,,59772
78.2,,,51818,,,59772
78.2,,,51822,,,59773
78.2,,,51830,,,59773
78.2,,,51831,,,59774
78.2,,,51861,,,59778
78.2,,,51867,,,59780
78.2,,,51869,,,59782
78.3,,,51882,,,59784
78.3,,,51882,,,59787
78.3,,,51913,,,59789
78.3,,,51949,,,59790
78.3,,,51959,,,59790
78.3,,,51959,,,59793
78.3,,,51961,,,59795
78.3,,,51969,,,59796
78.4,,,51974,,,59801
78.4,,,51983,,,59804
78.4,,,51990,,,59805
78.4,,,51995,,,59807
78.4,,,51998,,,59808
78.4,,,52003,,,59809
78.4,,,52011,,,59810
78.5,,,52012,,,59810
78.5,,,52019,,,59810
78.5,,,52020,,,59811
78.5,,,52021,,,59818
78.5,,,52022,,,59819
78.5,,,52024,,,59819
78.5,,,52029,,,59820
78.5,,,52030,,,59820
78.5,,,52031,,,59821
78.6,,,52036,,,59821
78.6,,,52046,,,59822
78.6,,,52052,,,59823
78.6,,,52066,,,59823
78.6,,,52079,,,59824
78.6,,,52086,,,59826
78.6,,,52109,,,59827
78.7,,,52110,,,59828
78.7,,,52120,,,59830
78.7,,,52125,,,59830
78.7,,,52145,,,59836
78.7,,,52147,,,59842
78.7,,,52162,,,59842
78.7,,,52169,,,59843
78.7,,,52190,,,59844
78.8,,,52195,,,59844
78.8,,,52195,,,59845
78.8,,,52200,,,59847
78.8,,,52201,,,59854
78.8,,,52208,,,59855
78.8,,,52211,,,59856
78.8,,,52245,,,59857
78.8,,,52252,,,59859
78.8,,,52257,,,59859
78.9,,,52257,,,59859
78.9,,,52268,,,59861
78.9,,,52282,,,59861
78.9,,,52286,,,59862
78.9,,,52288,,,59867
78.9,,,52290,,,59869
78.9,,,52295,,,59873
79.0,,,52296,,,59876
79.0,,,52297,,,59876
79.0,,,52299,,,59880
79.0,,,52301,,,59882
79.0,,,52308,,,59882
79.0,,,52317,,,59884
79.0,,,52336,,,59886
79.0,,,52340,,,59886
79.0,,,52341,,,59888
79.1,,,52342,,,59890
79.1,,,52345,,,59891
79.1,,,52345,,,59892
79.1,,,52346,,,59893
79.1,,,52356,,,59896
79.1,,,52376,,,59897
79.1,,,52393,,,59900
79.2,,,52402,,,59902
79.2,,,52414,,,59903
79.2,,,52419,,,59904
79.2,,,52423,,,59906
79.2,,,52425,,,59907
79.2,,,52435,,,59908
79.2,,,52441,,,59909
79.2,,,52452,,,59909
79.2,,,52459,,,59911
79.3,,,52460,,,59920
79.3,,,52478,,,59922
79.3,,,52482,,,59927
79.3,,,52488,,,59928
79.3,,,52500,,,59930
79.3,,,52501,,,59934
79.3,,,52514,,,59936
79.3,,,52516,,,59939
79.4,,,52542,,,59942
79.4,,,52548,,,59943
79.4,,,52568,,,59946
79.4,,,52595,,,59948
79.4,,,52607,,,59950
79.4,,,52607,,,59951
79.4,,,52620,,,59953
79.5,,,52624,,,59958
79.5,,,52626,,,59958
79.5,,,52628,,,59959
79.5,,,52633,,,59961
79.5,,,52640,,,59963
79.5,,,52644,,,59963
79.5,,,52657,,,59964
79.5,,,52663,,,59969
79.5,,,52680,,,59969
79.6,,,52711,,,59970
79.6,,,52720,,,59970
79.6,,,52725,,,59974
79.6,,,52730,,,59976
79.6,,,52735,,,59979
79.6,,,52742,,,59980
79.6,,,52761,,,59981
79.7,,,52765,,,59981
79.7,,,52776,,,59982
79.7,,,52777,,,59983
79.7,,,52797,,,59984
79.7,,,52797,,,59986
79.7,,,52801,,,59987
79.7,,,52808,,,59987
79.7,,,52812,,,59992
79.8,,,52818,,,59995
79.8,,,52820,,,59998
79.8,,,52824,,,60003
79.8,,,52829,,,60003
79.8,,,52834,,,60004
79.8,,,52838,,,60005
79.8,,,52844,,,60008
79.8,,,52855,,,60015
79.8,,,52863,,,60016
79.9,,,52887,,,60018
79.9,,,52889,,,60024
79.9,,,52890,,,60029
79.9,,,52890,,,60029
79.9,,,52891,,,60029
79.9,,,52893,,,60034
79.9,,,52895,,,60035
80.0,,,52925,,,60037
80.0,,,52958,,,60038
80.0,,,52969,,,60040
80.0,,,52972,,,60040
80.0,,,52973,,,60043
80.0,,,52985,,,60046
80.0,,,52985,,,60046
80.0,,,53000,,,60051
80.0,,,53012,,,60052
80.1,,,53024,,,60058
80.1,,,53029,,,60060
80.1,,,53053,,,60062
80.1,,,53060,,,60064
80.1,,,53068,,,60068
80.1,,,53071,,,60068
80.1,,,53077,,,60069
80.2,,,53078,,,60070
80.2,,,53085,,,60070
80.2,,,53087,,,60071
80.2,,,53093,,,60073
80.2,,,53095,,,60073
80.2,,,53095,,,60074
80.2,,,53099,,,60074
80.2,,,53115,,,60079
80.2,,,53165,,,60085
80.3,,,53183,,,60088
80.3,,,53188,,,60088
80.3,,,53193,,,60091
80.3,,,53193,,,60093
80.3,,,53193,,,60097
80.3,,,53211,,,60097
80.3,,,53227,,,60097
80.3,,,53228,,,60100
80.4,,,53228,,,60101
80.4,,,53245,,,60102
80.4,,,53247,,,60102
80.4,,,53250,,,60103
80.4,,,53269,,,60103
80.4,,,53272,,,60108
80.4,,,53277,,,60109
80.5,,,53293,,,60113
80.5,,,53311,,,60113
80.5,,,53312,,,60114
80.5,,,53320,,,60115
80.5,,,53338,,,60119
80.5,,,53339,,,60119
80.5,,,53343,,,60120
80.5,,,53347,,,60122
80.5,,,53350,,,60124
80.6,,,53350,,,60125
80.6,,,53350,,,60126
80.6,,,53359,,,60128
80.6,,,53377,,,60130
80.6,,,53386,,,60135
80.6,,,53405,,,60140
80.6,,,53412,,,60141
80.7,,,53427,,,60150
80.7,,,53431,,,60150
80.7,,,53434,,,60153
80.7,,,53447,,,60154
80.7,,,53457,,,60157
80.7,,,53463,,,60162
80.7,,,53471,,,60162
80.7,,,53477,,,60165
80.8,,,53478,,,60166
80.8,,,53479,,,60168
80.8,,,53482,,,60170
80.8,,,53491,,,60173
80.8,,,53498,,,60175
80.8,,,53504,,,60175
80.8,,,53506,,,60179
80.8,,,53512,,,60183
80.8,,,53514,,,60184
80.9,,,53520,,,60185
80.9,,,53531,,,60186
80.9,,,53535,,,60187
80.9,,,53558,,,60187
80.9,,,53567,,,60192
80.9,,,53568,,,60196
80.9,,,53572,,,60199
81.0,,,53574,,,60201
81.0,,,53577,,,60205
81.0,,,53598,,,60207
81.0,,,53607,,,60210
81.0,,,53612,,,60216
81.0,,,53613,,,60221
81.0,,,53633,,,60222
81.0,,,53633,,,60224
81.0,,,53657,,,60225
81.1,,,53658,,,60226
81.1,,,53661,,,60228
81.1,,,53667,,,60230
81.1,,,53669,,,60235
81.1,,,53673,,,60243
81.1,,,53683,,,60243
81.1,,,53690,,,60244
81.2,,,53700,,,60245
81.2,,,53700,,,60249
81.2,,,53705,,,60249
81.2,,,53706,,,60250
81.2,,,53711,,,60254
81.2,,,53713,,,60257
81.2,,,53715,,,60259
81.2,,,53733,,,60263
81.2,,,53739,,,60264
81.3,,,53748,,,60266
81.3,,,53748,,,60266
81.3,,,53768,,,60267
81.3,,,53768,,,60267
81.3,,,53783,,,60269
81.3,,,53802,,,60269
81.3,,,53803,,,60270
81.3,,,53806,,,60274
81.4,,,53807,,,60274
81.4,,,53810,,,60274
81.4,,,53823,,,60276
81.4,,,53824,,,60276
81.4,,,53825,,,60278
81.4,,,53825,,,60281
81.4,,,53826,,,60281
81.5,,,53840,,,60283
81.5,,,53842,,,60283
81.5,,,53842,,,60287
81.5,,,53847,,,60287
81.5,,,53848,,,60288
81.5,,,53851,,,60291
81.5,,,53852,,,60293
81.5,,,53872,,,60295
81.5,,,53885,,,60297
81.6,,,53905,,,60300
81.6,,,53906,,,60300
81.6,,,53913,,,60301
81.6,,,53922,,,60311
81.6,,,53926,,,60312
81.6,,,53947,,,60312
81.6,,,53954,,,60312
81.7,,,53958,,,60312
81.7,,,53962,,,60313
81.7,,,53967,,,60314
81.7,,,53968,,,60314
81.7,,,53983,,,60315
81.7,,,53985,,,60315
81.7,,,53986,,,60318
81.7,,,54020,,,60318
81.8,,,54020,,,60318
81.8,,,54023,,,60319
81.8,,,54025,,,60320
81.8,,,54026,,,60326
81.8,,,54029,,,60327
81.8,,,54042,,,60327
81.8,,,54047,,,60332
81.8,,,54047,,,60335
81.8,,,54050,,,60335
81.9,,,54080,,,60336
81.9,,,54082,,,60336
81.9,,,54084,,,60336
81.9,,,54086,,,60337
81.9,,,54091,,,60338
81.9,,,54094,,,60339
81.9,,,54095,,,60346
82.0,,,54120,,,60352
82.0,,,54120,,,60354
82.0,,,54130,,,60355
82.0,,,54146,,,60355
82.0,,,54150,,,60357
82.0,,,54152,,,60359
82.0,,,54171,,,60360
82.0,,,54180,,,60360
82.0,,,54183,,,60362
82.1,,,54215,,,60362
82.1,,,54219,,,60365
82.1,,,54228,,,60369
82.1,,,54229,,,60370
82.1,,,54235,,,60370
82.1,,,54237,,,60370
82.1,,,54238,,,60372
82.2,,,54238,,,60376
82.2,,,54256,,,60377
82.2,,,54258,,,60380
82.2,,,54259,,,60381
82.2,,,54260,,,60382
82.2,,,54263,,,60385
82.2,,,54278,,,60385
82.2,,,54285,,,60385
82.2,,,54287,,,60387
82.3,,,54288,,,60389
82.3,,,54289,,,60395
82.3,,,54290,,,60395
82.3,,,54305,,,60401
82.3,,,54311,,,60403
82.3,,,54315,,,60404
82.3,,,54325,,,60406
82.3,,,54333,,,60407
82.4,,,54342,,,60411
82.4,,,54345,,,60414
82.4,,,54348,,,60416
82.4,,,54348,,,60417
82.4,,,54350,,,60418
82.4,,,54355,,,60420
82.4,,,54358,,,60421
82.5,,,54360,,,60422
