percentile,empty_t1,empty_t4,empty_t8,read_t1,read_t4,read_t8
16.4,,12242,29303,,24864,54647
16.4,,12242,29307,,24865,54649
16.4,,12245,29310,,24865,54649
16.4,,12247,29315,,24867,54650
16.4,,12249,29326,,24867,54650
16.4,,12250,29328,,24868,54651
16.4,,12250,29349,,24868,54653
16.4,,12250,29349,,24869,54654
16.4,,12251,29349,,24869,54655
16.5,,12252,29350,,24872,54656
16.5,,12253,29352,,24872,54657
16.5,,12257,29352,,24873,54660
16.5,,12260,29354,,24873,54660
16.5,,12260,29355,,24873,54660
16.5,,12260,29361,,24877,54661
16.5,,12261,29367,,24877,54663
16.6,,12262,29371,,24878,54664
16.6,,12264,29374,,24880,54664
16.6,,12267,29384,,24881,54665
16.6,,12267,29391,,24886,54668
16.6,,12268,29391,,24886,54669
16.6,,12269,29393,,24887,54670
16.6,,12269,29395,,24887,54671
16.6,,12270,29398,,24887,54671
16.6,,12272,29401,,24889,54671
16.7,,12273,29411,,24889,54672
16.7,,12274,29412,,24889,54673
16.7,,12277,29416,,24890,54673
16.7,,12278,29417,,24892,54674
16.7,,12279,29425,,24892,54674
16.7,,12281,29429,,24892,54677
16.7,,12284,29443,,24892,54678
16.8,,12285,29449,,24893,54678
16.8,,12287,29455,,24896,54680
16.8,,12287,29456,,24896,54681
16.8,,12287,29456,,24897,54681
16.8,,12287,29463,,24897,54681
16.8,,12291,29466,,24897,54681
16.8,,12292,29472,,24897,54683
16.8,,12292,29476,,24899,54684
16.9,,12292,29477,,24899,54685
16.9,,12294,29485,,24901,54685
16.9,,12294,29500,,24901,54686
16.9,,12295,29507,,24901,54687
16.9,,12301,29513,,24901,54688
16.9,,12302,29521,,24903,54690
16.9,,12302,29534,,24903,54691
16.9,,12303,29537,,24903,54693
16.9,,12306,29540,,24904,54695
17.0,,12308,29541,,24905,54695
17.0,,12308,29542,,24906,54696
17.0,,12309,29546,,24908,54697
17.0,,12309,29546,,24908,54697
17.0,,12309,29548,,24911,54700
17.0,,12309,29553,,24912,54702
17.0,,12311,29553,,24913,54702
17.1,,12312,29572,,24913,54705
17.1,,12312,29574,,24916,54706
17.1,,12313,29578,,24918,54706
17.1,,12318,29582,,24918,54710
17.1,,12319,29589,,24921,54712
17.1,,12322,29596,,24921,54712
17.1,,12323,29597,,24923,54713
17.1,,12325,29598,,24924,54714
17.1,,12328,29602,,24924,54714
17.2,,12330,29610,,24926,54714
17.2,,12331,29617,,24926,54714
17.2,,12332,29622,,24928,54715
17.2,,12332,29623,,24928,54715
17.2,,12333,29625,,24929,54716
17.2,,12335,29630,,24929,54718
17.2,,12339,29632,,24930,54723
17.2,,12342,29640,,24931,54725
17.3,,12345,29643,,24931,54728
17.3,,12348,29648,,24932,54728
17.3,,12349,29653,,24934,54728
17.3,,12351,29657,,24935,54729
17.3,,12352,29673,,24935,54730
17.3,,12353,29675,,24937,54732
17.3,,12354,29686,,24938,54734
17.4,,12358,29695,,24939,54734
17.4,,12358,29695,,24940,54734
17.4,,12359,29699,,24943,54734
17.4,,12360,29702,,24945,54735
17.4,,12360,29718,,24947,54735
17.4,,12362,29728,,24948,54736
17.4,,12363,29728,,24948,54736
17.4,,12363,29729,,24949,54736
17.4,,12364,29745,,24951,54737
17.5,,12366,29746,,24952,54737
17.5,,12367,29746,,24955,54737
17.5,,12370,29750,,24956,54739
17.5,,12371,29757,,24957,54740
17.5,,12374,29761,,24957,54744
17.5,,12375,29775,,24958,54745
17.5,,12377,29777,,24958,54747
17.6,,12377,29778,,24958,54748
17.6,,12378,29781,,24960,54749
17.6,,12379,29785,,24960,54750
17.6,,12380,29787,,24961,54751
17.6,,12380,29804,,24962,54751
17.6,,12382,29811,,24963,54751
17.6,,12382,29815,,24964,54752
17.6,,12385,29819,,24968,54753
17.6,,12390,29821,,24969,54753
17.7,,12391,29826,,24969,54754
17.7,,12392,29828,,24970,54757
17.7,,12393,29835,,24970,54758
17.7,,12393,29836,,24971,54759
17.7,,12394,29840,,24971,54760
17.7,,12395,29843,,24971,54760
17.7,,12396,29844,,24972,54761
17.8,,12398,29850,,24972,54763
17.8,,12400,29860,,24972,54763
17.8,,12402,29861,,24973,54765
17.8,,12402,29864,,24973,54766
17.8,,12406,29864,,24975,54767
17.8,,12406,29865,,24976,54769
17.8,,12408,29869,,24979,54770
17.8,,12408,29874,,24979,54770
17.9,,12408,29878,,24982,54771
17.9,,12408,29878,,24983,54772
17.9,,12409,29884,,24984,54772
17.9,,12410,29895,,24984,54773
17.9,,12411,29900,,24991,54775
17.9,,12412,29902,,24991,54776
17.9,,12413,29916,,24992,54776
17.9,,12415,29920,,24993,54779
17.9,,12416,29921,,24993,54780
18.0,,12419,29922,,24993,54780
18.0,,12421,29923,,24994,54780
18.0,,12425,29924,,24995,54781
18.0,,12426,29934,,24997,54781
18.0,,12427,29935,,24997,54782
18.0,,12429,29939,,24998,54782
18.0,,12435,29939,,24998,54783
18.1,,12438,29948,,24999,54783
18.1,,12439,29950,,24999,54784
18.1,,12440,29952,,24999,54784
18.1,,12441,29955,,25000,54784
18.1,,12441,29955,,25003,54784
18.1,,12442,29967,,25004,54786
18.1,,12443,29970,,25006,54789
18.1,,12445,29975,,25006,54789
18.1,,12446,29981,,25007,54790
18.2,,12448,29988,,25010,54791
18.2,,12452,29990,,25010,54791
18.2,,12452,30000,,25011,54793
18.2,,12452,30010,,25011,54794
18.2,,12453,30012,,25013,54795
18.2,,12455,30015,,25013,54795
18.2,,12458,30022,,25013,54795
18.2,,12462,30052,,25014,54797
18.3,,12463,30054,,25015,54798
18.3,,12472,30055,,25016,54799
18.3,,12473,30056,,25017,54802
18.3,,12474,30060,,25017,54803
18.3,,12475,30063,,25018,54803
18.3,,12475,30064,,25018,54804
18.3,,12476,30073,,25018,54805
18.4,,12476,30075,,25021,54805
18.4,,12477,30086,,25022,54805
18.4,,12478,30102,,25022,54806
18.4,,12479,30122,,25024,54806
18.4,,12480,30127,,25024,54806
18.4,,12481,30139,,25024,54808
18.4,,12482,30143,,25025,54808
18.4,,12483,30152,,25025,54808
18.4,,12483,30161,,25026,54809
18.5,,12484,30167,,25026,54811
18.5,,12485,30177,,25027,54811
18.5,,12487,30187,,25027,54812
18.5,,12487,30192,,25028,54813
18.5,,12487,30205,,25029,54813
18.5,,12488,30213,,25030,54813
18.5,,12490,30221,,25032,54816
18.6,,12490,30225,,25033,54816
18.6,,12491,30232,,25034,54817
18.6,,12492,30232,,25034,54818
18.6,,12495,30234,,25034,54818
18.6,,12496,30240,,25035,54822
18.6,,12497,30240,,25036,54823
18.6,,12497,30242,,25037,54823
18.6,,12499,30247,,25037,54825
18.6,,12500,30250,,25039,54825
18.7,,12500,30251,,25040,54826
18.7,,12501,30251,,25042,54826
18.7,,12501,30263,,25044,54826
18.7,,12507,30268,,25045,54826
18.7,,12509,30285,,25045,54826
18.7,,12510,30300,,25045,54827
18.7,,12512,30306,,25048,54828
18.8,,12512,30308,,25049,54829
18.8,,12512,30314,,25049,54829
18.8,,12514,30315,,25050,54830
18.8,,12515,30318,,25050,54830
18.8,,12515,30318,,25051,54830
18.8,,12516,30321,,25052,54833
18.8,,12517,30325,,25054,54834
18.8,,12518,30327,,25054,54834
18.9,,12519,30327,,25055,54835
18.9,,12519,30334,,25056,54836
18.9,,12519,30345,,25056,54836
18.9,,12520,30348,,25058,54838
18.9,,12524,30349,,25058,54840
18.9,,12525,30350,,25060,54841
18.9,,12526,30351,,25061,54841
18.9,,12527,30360,,25061,54841
18.9,,12531,30368,,25061,54841
19.0,,12531,30372,,25063,54842
19.0,,12535,30372,,25065,54843
19.0,,12537,30376,,25065,54843
19.0,,12537,30379,,25068,54845
19.0,,12538,30380,,25071,54846
19.0,,12539,30380,,25073,54848
19.0,,12539,30380,,25073,54848
19.1,,12542,30386,,25075,54849
19.1,,12545,30390,,25075,54850
19.1,,12548,30392,,25075,54852
19.1,,12552,30404,,25076,54853
19.1,,12552,30404,,25077,54853
19.1,,12552,30407,,25078,54853
19.1,,12553,30421,,25079,54854
19.1,,12560,30422,,25081,54856
19.1,,12561,30422,,25081,54857
19.2,,12564,30422,,25081,54857
19.2,,12567,30427,,25082,54858
19.2,,12567,30431,,25083,54859
19.2,,12569,30433,,25083,54859
19.2,,12570,30434,,25087,54860
19.2,,12572,30438,,25089,54860
19.2,,12574,30438,,25089,54861
19.2,,12576,30479,,25090,54861
19.3,,12576,30482,,25091,54862
19.3,,12580,30489,,25091,54862
19.3,,12580,30489,,25092,54864
19.3,,12582,30493,,25093,54864
19.3,,12582,30502,,25097,54865
19.3,,12583,30513,,25097,54865
19.3,,12584,30516,,25098,54867
19.4,,12587,30517,,25098,54868
19.4,,12588,30518,,25100,54868
19.4,,12589,30520,,25106,54869
19.4,,12592,30520,,25106,54869
19.4,,12593,30525,,25106,54871
19.4,,12595,30526,,25108,54877
19.4,,12596,30536,,25109,54880
19.4,,12597,30540,,25110,54881
19.4,,12600,30554,,25112,54883
19.5,,12600,30554,,25113,54884
19.5,,12606,30554,,25114,54884
19.5,,12608,30555,,25117,54886
19.5,,12608,30558,,25119,54886
19.5,,12610,30560,,25120,54886
19.5,,12610,30568,,25123,54889
19.5,,12613,30571,,25125,54891
19.6,,12615,30572,,25126,54892
19.6,,12618,30580,,25128,54893
19.6,,12618,30585,,25130,54893
19.6,,12619,30594,,25130,54894
19.6,,12619,30594,,25130,54894
19.6,,12621,30608,,25131,54895
19.6,,12621,30611,,25131,54895
19.6,,12621,30613,,25133,54896
19.6,,12621,30622,,25134,54899
19.7,,12622,30623,,25135,54899
19.7,,12622,30628,,25140,54900
19.7,,12623,30628,,25140,54900
19.7,,12623,30631,,25140,54900
19.7,,12625,30631,,25140,54900
19.7,,12626,30636,,25140,54900
19.7,,12630,30637,,25144,54900
19.8,,12630,30640,,25144,54901
19.8,,12631,30643,,25144,54901
19.8,,12635,30655,,25145,54903
19.8,,12640,30670,,25145,54903
19.8,,12641,30678,,25147,54904
19.8,,12642,30690,,25147,54904
19.8,,12644,30698,,25148,54905
19.8,,12646,30698,,25151,54906
19.9,,12647,30705,,25152,54907
19.9,,12652,30721,,25154,54908
19.9,,12655,30723,,25155,54908
19.9,,12655,30724,,25157,54910
19.9,,12657,30727,,25161,54912
19.9,,12659,30732,,25163,54912
19.9,,12662,30737,,25163,54913
19.9,,12663,30746,,25163,54914
19.9,,12663,30747,,25166,54914
20.0,,12663,30748,,25167,54914
20.0,,12666,30748,,25169,54915
20.0,,12666,30750,,25170,54917
20.0,,12667,30753,,25171,54919
20.0,,12669,30754,,25171,54919
20.0,,12671,30755,,25171,54920
20.0,,12673,30764,,25172,54920
20.1,,12674,30765,,25172,54920
20.1,,12677,30773,,25173,54921
20.1,,12679,30792,,25174,54922
20.1,,12680,30794,,25174,54922
20.1,,12680,30794,,25176,54922
20.1,,12682,30797,,25176,54926
20.1,,12685,30801,,25176,54927
20.1,,12685,30804,,25178,54930
20.1,,12689,30805,,25178,54930
20.2,,12690,30810,,25182,54933
20.2,,12691,30815,,25184,54934
20.2,,12693,30825,,25185,54936
20.2,,12693,30844,,25187,54936
20.2,,12693,30848,,25187,54936
20.2,,12694,30848,,25188,54937
20.2,,12698,30856,,25189,54939
20.2,,12699,30864,,25189,54939
20.3,,12701,30865,,25191,54941
20.3,,12701,30869,,25191,54941
20.3,,12702,30877,,25192,54941
20.3,,12703,30892,,25193,54942
20.3,,12703,30902,,25195,54943
20.3,,12704,30904,,25197,54944
20.3,,12708,30915,,25199,54946
20.4,,12708,30918,,25200,54946
20.4,,12708,30918,,25202,54947
20.4,,12709,30923,,25203,54948
20.4,,12711,30924,,25203,54948
20.4,,12712,30930,,25204,54950
20.4,,12716,30938,,25207,54951
20.4,,12717,30939,,25208,54951
20.4,,12718,30941,,25208,54952
20.4,,12720,30945,,25209,54953
20.5,,12722,30945,,25211,54953
20.5,,12725,30963,,25211,54955
20.5,,12729,30970,,25212,54955
20.5,,12733,30971,,25213,54956
20.5,,12734,30977,,25213,54956
20.5,,12735,30990,,25217,54957
20.5,,12737,30995,,25218,54958
20.6,,12739,30998,,25218,54958
20.6,,12739,31000,,25218,54958
20.6,,12740,31001,,25218,54960
20.6,,12742,31004,,25219,54960
20.6,,12744,31012,,25220,54961
20.6,,12744,31013,,25220,54962
20.6,,12744,31018,,25221,54962
20.6,,12745,31018,,25222,54963
20.6,,12747,31020,,25223,54963
20.7,,12747,31022,,25224,54964
20.7,,12747,31025,,25224,54965
20.7,,12747,31026,,25224,54966
20.7,,12748,31028,,25226,54967
20.7,,12748,31040,,25226,54969
20.7,,12749,31051,,25226,54970
20.7,,12749,31053,,25230,54970
20.8,,12749,31055,,25230,54971
20.8,,12752,31062,,25231,54972
20.8,,12753,31070,,25237,54972
20.8,,12753,31072,,25239,54973
20.8,,12754,31077,,25240,54973
20.8,,12754,31084,,25240,54974
20.8,,12755,31084,,25240,54974
20.8,,12757,31091,,25240,54975
20.9,,12760,31104,,25242,54976
20.9,,12761,31111,,25243,54976
20.9,,12763,31115,,25243,54976
20.9,,12764,31116,,25244,54978
20.9,,12767,31117,,25244,54979
20.9,,12768,31124,,25245,54980
20.9,,12769,31127,,25246,54983
20.9,,12770,31130,,25247,54984
20.9,,12771,31132,,25251,54989
21.0,,12772,31134,,25253,54989
21.0,,12773,31141,,25253,54990
21.0,,12773,31148,,25253,54990
21.0,,12773,31150,,25254,54990
21.0,,12775,31157,,25255,54990
21.0,,12776,31160,,25255,54991
21.0,,12782,31162,,25256,54991
21.1,,12784,31163,,25256,54993
21.1,,12785,31164,,25257,54993
21.1,,12786,31166,,25257,54994
21.1,,12786,31172,,25258,54996
21.1,,12788,31178,,25259,54998
21.1,,12790,31183,,25259,54999
21.1,,12790,31190,,25260,55000
21.1,,12790,31190,,25260,55002
21.1,,12792,31199,,25260,55003
21.2,,12792,31199,,25261,55003
21.2,,12793,31199,,25262,55005
21.2,,12793,31205,,25263,55006
21.2,,12793,31211,,25268,55007
21.2,,12794,31212,,25268,55007
21.2,,12794,31212,,25268,55007
21.2,,12795,31213,,25270,55008
21.2,,12796,31236,,25277,55008
21.3,,12796,31238,,25281,55009
21.3,,12797,31242,,25282,55010
21.3,,12798,31243,,25282,55010
21.3,,12798,31246,,25283,55013
21.3,,12799,31261,,25285,55015
21.3,,12800,31282,,25285,55015
21.3,,12801,31285,,25285,55017
21.4,,12805,31287,,25287,55017
21.4,,12808,31289,,25288,55019
21.4,,12811,31296,,25289,55019
21.4,,12813,31301,,25290,55019
21.4,,12815,31316,,25290,55020
21.4,,12816,31318,,25292,55021
21.4,,12816,31319,,25294,55022
21.4,,12817,31320,,25295,55024
21.4,,12819,31321,,25303,55025
21.5,,12822,31323,,25303,55025
21.5,,12822,31324,,25304,55027
21.5,,12824,31331,,25306,55028
21.5,,12824,31332,,25312,55028
21.5,,12825,31333,,25316,55028
21.5,,12826,31343,,25316,55028
21.5,,12827,31344,,25317,55029
21.6,,12829,31352,,25317,55030
21.6,,12829,31354,,25319,55032
21.6,,12829,31355,,25324,55035
21.6,,12830,31360,,25325,55036
21.6,,12833,31362,,25326,55037
21.6,,12834,31370,,25326,55041
21.6,,12835,31370,,25327,55042
21.6,,12835,31371,,25328,55043
21.6,,12836,31371,,25328,55043
21.7,,12836,31374,,25330,55043
21.7,,12837,31375,,25330,55044
21.7,,12837,31376,,25336,55045
21.7,,12838,31379,,25336,55046
21.7,,12842,31394,,25337,55047
21.7,,12845,31395,,25337,55048
21.7,,12846,31396,,25337,55051
21.8,,12846,31400,,25338,55053
21.8,,12847,31401,,25339,55053
21.8,,12848,31404,,25339,55056
21.8,,12849,31414,,25340,55057
21.8,,12849,31429,,25343,55059
21.8,,12850,31439,,25343,55060
21.8,,12854,31442,,25347,55060
21.8,,12854,31443,,25348,55061
21.9,,12854,31443,,25350,55062
21.9,,12855,31450,,25351,55063
21.9,,12857,31461,,25353,55063
21.9,,12859,31469,,25354,55072
21.9,,12861,31478,,25356,55074
21.9,,12862,31481,,25356,55075
21.9,,12864,31482,,25357,55075
21.9,,12864,31483,,25357,55075
21.9,,12870,31490,,25358,55077
22.0,,12870,31490,,25358,55077
22.0,,12871,31490,,25359,55078
22.0,,12871,31496,,25359,55079
22.0,,12872,31503,,25359,55081
22.0,,12873,31504,,25360,55081
22.0,,12874,31506,,25363,55082
22.0,,12876,31506,,25363,55084
22.1,,12877,31506,,25363,55084
22.1,,12877,31507,,25365,55085
22.1,,12877,31508,,25366,55086
22.1,,12877,31510,,25366,55087
22.1,,12879,31511,,25366,55087
22.1,,12884,31512,,25367,55087
22.1,,12885,31513,,25372,55088
22.1,,12890,31515,,25374,55088
22.1,,12890,31516,,25374,55088
22.2,,12891,31520,,25374,55091
22.2,,12892,31522,,25379,55093
22.2,,12894,31526,,25379,55093
22.2,,12897,31529,,25379,55097
22.2,,12899,31529,,25382,55097
22.2,,12901,31530,,25383,55099
22.2,,12909,31541,,25383,55099
22.2,,12911,31544,,25383,55102
22.3,,12914,31554,,25384,55103
22.3,,12914,31557,,25385,55103
22.3,,12916,31560,,25385,55104
22.3,,12916,31562,,25387,55105
22.3,,12918,31564,,25387,55105
22.3,,12918,31565,,25391,55106
22.3,,12920,31567,,25393,55106
22.4,,12923,31568,,25395,55106
22.4,,12923,31568,,25395,55107
22.4,,12926,31577,,25396,55107
22.4,,12926,31588,,25400,55109
22.4,,12926,31592,,25402,55109
22.4,,12927,31592,,25402,55110
22.4,,12927,31599,,25402,55110
22.4,,12928,31601,,25407,55114
22.4,,12932,31602,,25409,55115
22.5,,12932,31602,,25410,55115
22.5,,12933,31604,,25414,55116
22.5,,12933,31606,,25416,55116
22.5,,12933,31606,,25418,55117
22.5,,12935,31615,,25419,55117
22.5,,12936,31615,,25422,55120
22.5,,12937,31626,,25422,55120
22.6,,12939,31629,,25422,55120
22.6,,12939,31633,,25422,55124
22.6,,12943,31640,,25423,55125
22.6,,12945,31646,,25425,55126
22.6,,12949,31652,,25425,55128
22.6,,12953,31652,,25426,55128
22.6,,12955,31654,,25428,55129
22.6,,12958,31655,,25431,55129
22.6,,12959,31656,,25432,55132
22.7,,12959,31666,,25435,55132
22.7,,12960,31670,,25437,55132
22.7,,12960,31673,,25438,55133
22.7,,12961,31673,,25439,55134
22.7,,12962,31673,,25439,55136
22.7,,12963,31675,,25440,55136
22.7,,12964,31675,,25441,55136
22.8,,12964,31680,,25443,55140
22.8,,12965,31684,,25444,55141
22.8,,12965,31704,,25444,55141
22.8,,12965,31706,,25445,55144
22.8,,12966,31707,,25446,55145
22.8,,12967,31711,,25449,55147
22.8,,12968,31717,,25449,55148
22.8,,12969,31722,,25451,55150
22.9,,12969,31722,,25451,55151
22.9,,12971,31725,,25455,55153
22.9,,12972,31727,,25457,55154
22.9,,12972,31728,,25458,55155
22.9,,12976,31743,,25460,55156
22.9,,12977,31745,,25461,55156
22.9,,12977,31748,,25465,55157
22.9,,12980,31748,,25465,55158
22.9,,12982,31761,,25465,55158
23.0,,12982,31762,,25469,55161
23.0,,12983,31763,,25470,55161
23.0,,12983,31768,,25472,55163
23.0,,12985,31770,,25472,55163
23.0,,12987,31780,,25472,55164
23.0,,12991,31781,,25475,55165
23.0,,12991,31784,,25476,55167
23.1,,12992,31786,,25478,55168
23.1,,12993,31787,,25480,55169
23.1,,12993,31787,,25482,55169
23.1,,12993,31789,,25485,55170
23.1,,12994,31794,,25486,55172
23.1,,12996,31795,,25488,55174
23.1,,12996,31795,,25488,55174
23.1,,12997,31795,,25489,55175
23.1,,12997,31799,,25489,55176
23.2,,12997,31812,,25490,55176
23.2,,12999,31815,,25492,55177
23.2,,13000,31818,,25495,55179
23.2,,13000,31822,,25496,55180
23.2,,13003,31825,,25499,55180
23.2,,13004,31841,,25499,55183
23.2,,13004,31842,,25500,55184
23.2,,13005,31856,,25502,55187
23.3,,13005,31858,,25504,55188
23.3,,13007,31866,,25504,55189
23.3,,13007,31868,,25505,55190
23.3,,13008,31870,,25505,55191
23.3,,13010,31876,,25505,55192
23.3,,13011,31889,,25507,55193
23.3,,13015,31891,,25508,55194
23.4,,13018,31892,,25511,55194
23.4,,13020,31895,,25511,55195
23.4,,13021,31901,,25512,55196
23.4,,13023,31903,,25514,55199
23.4,,13024,31905,,25516,55199
23.4,,13024,31907,,25518,55200
23.4,,13025,31909,,25519,55202
23.4,,13025,31913,,25519,55202
23.4,,13032,31919,,25521,55202
23.5,,13037,31920,,25524,55203
23.5,,13038,31921,,25525,55203
23.5,,13038,31922,,25526,55203
23.5,,13038,31926,,25526,55203
23.5,,13041,31927,,25530,55205
23.5,,13045,31942,,25533,55205
23.5,,13046,31949,,25533,55206
23.6,,13047,31958,,25535,55209
23.6,,13048,31960,,25536,55209
23.6,,13053,31965,,25537,55211
23.6,,13053,31966,,25545,55211
23.6,,13053,31967,,25545,55212
23.6,,13054,31967,,25547,55213
23.6,,13054,31968,,25548,55214
23.6,,13055,31973,,25548,55216
23.6,,13057,31976,,25549,55216
23.7,,13059,31977,,25554,55217
23.7,,13060,31979,,25555,55218
23.7,,13060,31981,,25555,55218
23.7,,13061,31988,,25556,55219
23.7,,13061,31988,,25556,55219
23.7,,13062,31989,,25557,55219
23.7,,13064,31990,,25559,55220
23.8,,13065,31992,,25560,55224
23.8,,13065,32000,,25562,55224
23.8,,13066,32002,,25563,55224
23.8,,13067,32006,,25564,55225
23.8,,13068,32014,,25568,55225
23.8,,13068,32015,,25572,55225
23.8,,13070,32015,,25576,55226
23.8,,13071,32018,,25577,55226
23.9,,13073,32018,,25579,55226
23.9,,13073,32022,,25579,55227
23.9,,13073,32023,,25580,55227
23.9,,13074,32025,,25582,55227
23.9,,13075,32032,,25584,55227
23.9,,13075,32034,,25585,55229
23.9,,13075,32035,,25586,55230
23.9,,13076,32036,,25586,55231
23.9,,13077,32037,,25588,55233
24.0,,13078,32038,,25588,55235
24.0,,13079,32043,,25589,55235
24.0,,13081,32048,,25592,55236
24.0,,13082,32049,,25597,55237
24.0,,13082,32055,,25598,55237
24.0,,13083,32062,,25599,55242
24.0,,13083,32063,,25599,55245
24.1,,13083,32073,,25600,55245
24.1,,13085,32075,,25600,55247
24.1,,13085,32081,,25605,55247
24.1,,13085,32086,,25605,55249
24.1,,13087,32087,,25608,55250
24.1,,13091,32105,,25608,55250
24.1,,13091,32117,,25609,55252
24.1,,13092,32122,,25611,55252
24.1,,13092,32125,,25615,55253
24.2,,13094,32130,,25617,55253
24.2,,13095,32131,,25618,55257
24.2,,13097,32145,,25622,55258
24.2,,13097,32145,,25623,55258
24.2,,13099,32150,,25625,55259
24.2,,13100,32154,,25629,55261
24.2,,13100,32155,,25630,55262
24.2,,13101,32157,,25631,55263
24.3,,13102,32158,,25635,55263
24.3,,13103,32159,,25636,55264
24.3,,13104,32160,,25636,55264
24.3,,13108,32160,,25642,55265
24.3,,13110,32167,,25642,55265
24.3,,13111,32168,,25643,55269
24.3,,13111,32169,,25646,55269
24.4,,13113,32179,,25646,55270
24.4,,13114,32180,,25649,55270
24.4,,13114,32183,,25650,55270
24.4,,13117,32183,,25650,55271
24.4,,13117,32188,,25652,55272
24.4,,13118,32192,,25654,55272
24.4,,13118,32192,,25656,55273
24.4,,13118,32195,,25659,55273
24.4,,13119,32195,,25659,55275
24.5,,13121,32196,,25660,55275
24.5,,13122,32199,,25661,55276
24.5,,13122,32202,,25664,55277
24.5,,13124,32210,,25670,55278
24.5,,13128,32223,,25671,55279
24.5,,13130,32229,,25671,55280
24.5,,13132,32230,,25672,55282
24.6,,13136,32232,,25673,55284
24.6,,13136,32236,,25675,55285
24.6,,13138,32237,,25679,55286
24.6,,13140,32242,,25681,55286
24.6,,13142,32245,,25682,55289
24.6,,13143,32248,,25683,55290
24.6,,13144,32250,,25684,55290
24.6,,13145,32252,,25684,55291
24.6,,13145,32256,,25689,55292
24.7,,13146,32256,,25690,55292
24.7,,13146,32258,,25691,55294
24.7,,13149,32258,,25692,55295
24.7,,13149,32260,,25693,55295
24.7,,13152,32261,,25694,55296
24.7,,13154,32272,,25695,55297
24.7,,13155,32275,,25695,55297
24.8,,13159,32277,,25697,55299
24.8,,13160,32279,,25697,55299
24.8,,13160,32279,,25699,55299
24.8,,13161,32287,,25703,55300
24.8,,13162,32296,,25708,55300
24.8,,13162,32298,,25710,55301
24.8,,13162,32311,,25714,55301
24.8,,13162,32313,,25716,55303
24.9,,13165,32317,,25720,55303
24.9,,13167,32330,,25721,55304
24.9,,13169,32368,,25721,55304
24.9,,13170,32371,,25723,55305
24.9,,13171,32372,,25725,55306
24.9,,13172,32373,,25725,55306
24.9,,13173,32374,,25727,55306
24.9,,13174,32375,,25728,55306
24.9,,13175,32387,,25729,55307
25.0,,13176,32387,,25731,55307
25.0,,13177,32391,,25731,55307
25.0,,13178,32400,,25732,55312
25.0,,13178,32400,,25732,55312
25.0,,13178,32412,,25734,55313
25.0,,13179,32417,,25737,55315
25.0,,13180,32417,,25738,55317
25.1,,13180,32419,,25738,55319
25.1,,13182,32431,,25739,55320
25.1,,13185,32433,,25740,55321
25.1,,13185,32434,,25744,55324
25.1,,13187,32439,,25747,55325
25.1,,13188,32440,,25748,55326
25.1,,13190,32442,,25754,55326
25.1,,13191,32455,,25755,55327
25.1,,13192,32455,,25756,55328
25.2,,13193,32460,,25757,55331
25.2,,13196,32466,,25761,55332
25.2,,13196,32471,,25762,55333
25.2,,13199,32486,,25765,55333
25.2,,13199,32490,,25766,55335
25.2,,13200,32498,,25767,55335
25.2,,13201,32501,,25769,55335
25.2,,13201,32502,,25769,55339
25.3,,13202,32503,,25771,55339
25.3,,13203,32509,,25771,55340
25.3,,13203,32515,,25772,55340
25.3,,13208,32515,,25772,55340
25.3,,13208,32517,,25773,55341
25.3,,13210,32517,,25775,55341
25.3,,13213,32520,,25776,55342
25.4,,13213,32523,,25778,55343
25.4,,13213,32527,,25779,55343
25.4,,13217,32552,,25780,55345
25.4,,13217,32553,,25780,55345
25.4,,13217,32554,,25780,55345
25.4,,13217,32559,,25781,55348
25.4,,13217,32560,,25783,55348
25.4,,13219,32560,,25783,55349
25.4,,13225,32561,,25786,55350
25.5,,13225,32561,,25789,55351
25.5,,13226,32563,,25791,55354
25.5,,13228,32565,,25792,55354
25.5,,13228,32569,,25793,55354
25.5,,13228,32571,,25793,55354
25.5,,13229,32581,,25794,55356
25.5,,13231,32586,,25795,55360
25.6,,13232,32592,,25795,55363
25.6,,13237,32606,,25796,55363
25.6,,13238,32615,,25796,55363
25.6,,13240,32625,,25797,55363
25.6,,13240,32631,,25798,55364
25.6,,13244,32634,,25798,55366
25.6,,13246,32634,,25799,55368
25.6,,13248,32635,,25800,55368
25.6,,13251,32636,,25801,55369
25.7,,13251,32641,,25803,55372
25.7,,13253,32647,,25804,55372
25.7,,13256,32649,,25804,55373
25.7,,13257,32649,,25806,55373
25.7,,13257,32650,,25809,55373
25.7,,13262,32657,,25811,55374
25.7,,13262,32675,,25815,55374
25.8,,13264,32676,,25817,55375
25.8,,13267,32680,,25818,55375
25.8,,13269,32683,,25819,55376
25.8,,13270,32684,,25820,55376
25.8,,13270,32685,,25821,55376
25.8,,13270,32685,,25821,55377
25.8,,13270,32690,,25823,55377
25.8,,13271,32695,,25824,55378
25.9,,13271,32697,,25827,55380
25.9,,13276,32699,,25830,55380
25.9,,13276,32700,,25833,55382
25.9,,13277,32700,,25837,55382
25.9,,13279,32701,,25838,55384
25.9,,13279,32701,,25840,55385
25.9,,13281,32711,,25843,55386
25.9,,13281,32722,,25845,55387
25.9,,13283,32722,,25846,55387
26.0,,13284,32727,,25847,55387
26.0,,13287,32729,,25848,55388
26.0,,13289,32732,,25849,55388
26.0,,13291,32737,,25850,55389
26.0,,13293,32740,,25851,55393
26.0,,13293,32740,,25852,55393
